Tau,Kappa,Chi
-0.13028834457097413,-1.25945399751943,0.1837504383483512
-0.0868588963806489,-1.25945399751943,0.1637406280769801
-0.04342944819032366,-1.25945399751943,0.14077423192264507
1.5429239464852566e-15,-1.25945399751943,0.11238514969766279
0.04342944819032661,-1.25945399751943,0.09100697336323328
0.08685889638065195,-1.25945399751943,0.05948896861009597
0.13028834457097743,-1.25945399751943,0.03172671341015766
0.17371779276130242,-1.25945399751943,-0.0051224296876182865
0.21714724095162746,-1.25945399751943,-0.034001768576181764
0.26057668914195287,-1.25945399751943,-0.06731435765346887
0.3040061373322783,-1.25945399751943,-0.10395132291666669
0.34743558552260334,-1.25945399751943,-0.15146318392369493
0.39086503371292836,-1.25945399751943,-0.18914699371637378
0.4342944819032538,-1.25945399751943,-0.20393931547636757
0.47772393009357916,-1.25945399751943,-0.25781500059784884
0.5211533782839042,-1.25945399751943,-0.26810495969567183
0.5645828264742292,-1.25945399751943,-0.3021513149468614
0.6080122746645547,-1.25945399751943,-0.3232462745206371
0.65144172285488,-1.25945399751943,-0.35121194657491756
0.6948711710452051,-1.25945399751943,-0.3708074946307141
0.7383006192355301,-1.25945399751943,-0.38360426158144956
0.7817300674258556,-1.25945399751943,-0.41965085176911393
0.825159515616181,-1.25945399751943,-0.4074971650319452
0.868588963806506,-1.25945399751943,-0.42331279763770596
0.912018411996831,-1.25945399751943,-0.4297338572047652
0.9554478601871563,-1.25945399751943,-0.42339395007473496
-1.7371779276130073,-1.2160245493291049,-0.03560341986541799
-1.693748479422682,-1.2160245493291049,-0.035770669503113035
-1.6503190312323568,-1.2160245493291049,-0.018400265170884635
-1.6068895830420316,-1.2160245493291049,0.006764732495927846
-1.5634601348517065,-1.2160245493291049,0.03564726524795135
-1.5200306866613813,-1.2160245493291049,0.06647596774274543
-1.4766012384710558,-1.2160245493291049,0.08633771933996838
-1.4331717902807308,-1.2160245493291049,0.10003885114931205
-1.3897423420904056,-1.2160245493291049,0.12380710863750395
-1.3463128939000804,-1.2160245493291049,0.13835101531677266
-1.3028834457097551,-1.2160245493291049,0.18729174974270377
-1.2594539975194299,-1.2160245493291049,0.17410116664375336
-1.2160245493291046,-1.2160245493291049,0.19891225841347424
-1.1725951011387794,-1.2160245493291049,0.2175280739365475
-1.1291656529484542,-1.2160245493291049,0.2369887862694865
-1.085736204758129,-1.2160245493291049,0.2747333152192919
-1.0423067565678037,-1.2160245493291049,0.2575966948223742
-0.9988773083774786,-1.2160245493291049,0.2831042321158134
-0.9554478601871533,-1.2160245493291049,0.29872304712109016
-0.9120184119968281,-1.2160245493291049,0.3131859187091912
-0.868588963806503,-1.2160245493291049,0.3119301106434608
-0.8251595156161776,-1.2160245493291049,0.31141798023316214
-0.7817300674258525,-1.2160245493291049,0.3188191163893409
-0.7383006192355273,-1.2160245493291049,0.33034490118259185
-0.694871171045202,-1.2160245493291049,0.32434991599552393
-0.6514417228548768,-1.2160245493291049,0.3347145133425592
-0.6080122746645515,-1.2160245493291049,0.3347903951856226
-0.5645828264742263,-1.2160245493291049,0.3335375320294134
-0.5211533782839011,-1.2160245493291049,0.31211343733335645
-0.47772393009357594,-1.2160245493291049,0.32501536177399376
-0.4342944819032507,-1.2160245493291049,0.309284250997624
-0.39086503371292547,-1.2160245493291049,0.2929355519789738
-0.34743558552260023,-1.2160245493291049,0.284076729210302
-0.304006137332275,-1.2160245493291049,0.2506780962738944
-0.2605766891419498,-1.2160245493291049,0.2519020631131142
-0.21714724095162455,-1.2160245493291049,0.2173111971490988
-0.17371779276129934,-1.2160245493291049,0.21611807104366898
-0.13028834457097413,-1.2160245493291049,0.18964738615902263
-0.0868588963806489,-1.2160245493291049,0.14714812338197136
-0.04342944819032366,-1.2160245493291049,0.12522800249034483
1.5429239464852566e-15,-1.2160245493291049,0.10693549577355739
0.04342944819032661,-1.2160245493291049,0.08938179285178345
0.08685889638065195,-1.2160245493291049,0.06054449455473029
0.13028834457097743,-1.2160245493291049,0.012086672882364159
